chb;age;gender;chit_type
100001040361;39;female;нет данных
100000974015;34;male;echb
300001046944;24;female;нет данных
300000933546;52;male;нет данных
300000905313;65;female;нет данных
200001081120;21;male;нет данных
100001025672;48;female;echb
200000726187;32;female;echb
200000979356;52;female;нет данных
100000935844;54;female;нет данных
300000715101;30;male;нет данных
200000870316;31;male;нет данных
100001082390;60;female;нет данных
200001054412;27;male;echb
100001083062;55;male;нет данных
300000878841;33;female;нет данных
300000933663;55;male;нет данных
300001000577;32;male;нет данных
300000727490;60;male;нет данных
300000950516;46;male;нет данных
300000925765;73;male;echb
200001063787;28;female;нет данных
200000967807;54;male;нет данных
200001068468;24;male;нет данных
100000867738;45;male;нет данных
200001013556;48;male;нет данных
100000962506;52;female;нет данных
100000961907;57;male;нет данных
200001092232;53;female;echb
300000874463;47;female;нет данных
100001077313;46;male;нет данных
200001078869;23;female;нет данных
100000842322;46;female;нет данных
200000782373;28;male;нет данных
300000806413;46;male;нет данных
300001123679;32;male;нет данных
100000818604;45;male;нет данных
100001099436;64;female;normal
300000788246;42;male;нет данных
200000851780;46;male;echb
300000686873;58;female;нет данных
100001025753;47;male;нет данных
200000803919;44;male;нет данных
100000891621;62;female;нет данных
100000947534;60;male;нет данных
100001050325;51;female;нет данных
300001083133;22;male;нет данных
200001055192;36;male;нет данных
300000802249;43;female;нет данных
100001021509;68;female;echb
300001075035;26;male;нет данных
300001015985;41;male;echb
200000900988;29;female;normal
100000967070;50;female;нет данных
200001093387;14;male;нет данных
300000930184;46;female;нет данных
300000953649;33;male;нет данных
300001076084;29;male;нет данных
300001007015;63;male;нет данных
100001033291;46;female;echb
200001047735;20;female;нет данных
200000834664;58;male;normal
200001021378;63;male;echb
200001063204;20;female;нет данных
300000916166;26;female;нет данных
300000997507;47;female;нет данных
200000851774;30;female;нет данных
300001012074;23;male;нет данных
300001104875;28;female;echb
200001020381;34;female;нет данных
100001089190;49;male;normal
100000894447;41;female;нет данных
300000990687;33;male;нет данных
100000958815;45;male;нет данных
300000821615;28;female;нет данных
300001057889;19;female;echb
200000928756;49;male;нет данных
100000827331;44;male;нет данных
200001060316;36;male;нет данных
300001066694;20;female;нет данных
200001033032;62;male;нет данных
200001165378;73;male;нет данных
100001005364;54;male;нет данных
300000952997;22;male;echb
300000928393;66;male;нет данных
200000780378;29;female;нет данных
100001030898;66;female;normal
200001092351;26;male;нет данных
300000946850;47;male;нет данных
100000964251;61;male;нет данных
300000688159;40;male;нет данных
200000890212;56;female;нет данных
300000859525;29;female;нет данных
300001043730;22;male;нет данных
200000716694;28;male;нет данных
300001043882;24;female;echb
300001008183;44;male;нет данных
300000748940;35;male;нет данных
300000799965;24;female;normal
200001009196;43;female;нет данных
300000867802;42;female;нет данных
300000804539;46;female;нет данных
200001055506;48;female;нет данных
100000922197;48;female;нет данных
300000995696;36;male;normal
300001030265;34;male;echb
100001002252;39;female;нет данных
200001060699;32;male;нет данных
200001075443;44;male;нет данных
300001020250;21;female;нет данных
300001063244;51;male;нет данных
200000803567;28;male;normal
200001076441;39;male;нет данных
300000929655;35;male;нет данных
100000894693;46;female;нет данных
200000939050;63;female;нет данных
300001020324;38;male;нет данных
100001002094;46;male;нет данных
200001117278;29;female;нет данных
200000778763;47;male;нет данных
100001085504;43;male;нет данных
200001089845;50;male;нет данных
200000851800;31;female;нет данных
200000842574;35;female;echb
300001066575;46;female;нет данных
300000933735;31;male;нет данных
100000838261;45;male;нет данных
300000822890;61;male;нет данных
200001088073;24;male;нет данных
100000970565;44;female;нет данных
300001039657;24;male;нет данных
100001032856;53;male;нет данных
200000866628;32;male;нет данных
200001035282;40;female;нет данных
300000856693;26;female;нет данных
200000942306;40;female;normal
200000952562;33;female;нет данных
200000945732;42;female;нет данных
300001077234;20;female;echb
300000866963;34;female;нет данных
300001049883;24;male;echb
300000719473;67;male;echb
300001028152;25;female;нет данных
100000826985;46;male;нет данных
200000924183;41;female;нет данных
200001041006;23;male;нет данных
200000984784;49;female;нет данных
100000942724;43;female;нет данных
200000780531;61;male;нет данных
200001075812;20;male;нет данных
200000932797;52;male;нет данных
200001089852;35;female;нет данных
300000968634;46;female;нет данных
300001056275;56;male;нет данных
300000936055;25;female;нет данных
200001060378;59;female;нет данных
100001069432;42;female;нет данных
200000965916;29;female;нет данных
300000872994;42;male;нет данных
300000998029;23;female;нет данных
300000906747;47;female;нет данных
200000775700;32;female;normal
200000936372;29;male;нет данных
300000837230;37;male;нет данных
200001062865;39;female;нет данных
100001057796;51;male;нет данных
200001043350;37;male;echb
200001063507;42;female;нет данных
200000914578;24;female;нет данных
300000809971;24;female;нет данных
300001057070;62;male;нет данных
200001085888;40;female;нет данных
100001082991;42;female;нет данных
300001072876;38;male;нет данных
300001093974;64;female;нет данных
300000996892;50;male;нет данных
200000880824;57;male;нет данных
100000785982;55;male;нет данных
200000824842;35;female;нет данных
300001060164;41;female;нет данных
100001094382;42;male;нет данных
300001056364;27;female;нет данных
300000891397;35;female;нет данных
200001030333;57;male;нет данных
200001060719;21;male;нет данных
300000854879;30;male;нет данных
300001019525;44;female;нет данных
300000744152;52;male;нет данных
300000995997;48;female;нет данных
100001060440;41;female;нет данных
200001060524;19;male;нет данных
100001057699;47;female;нет данных
200000960013;35;male;нет данных
200000867531;31;male;echb
100001065617;43;male;нет данных
100000937769;44;female;нет данных
100001003817;41;female;нет данных
200000858301;44;female;normal
200000782184;24;female;echb
200000918927;32;male;echb
200001048158;24;female;нет данных
200001054498;22;female;нет данных
300000798099;23;female;нет данных
100000702964;55;female;normal
300000978455;24;female;нет данных
100001037932;59;male;нет данных
200001127267;70;male;нет данных
200001052899;59;male;нет данных
300001007602;33;female;нет данных
100000913957;31;male;нет данных
100000866432;64;female;нет данных
300000853190;40;male;нет данных
300001030736;22;female;нет данных
200001070204;30;male;нет данных
100000811297;43;female;normal
200000971769;24;male;нет данных
300000959091;28;male;нет данных
100001066948;39;male;нет данных
300001137020;24;male;нет данных
100000941714;35;female;нет данных
300001022599;28;female;нет данных
100001075982;50;female;нет данных
300000824650;30;female;нет данных
300001069394;19;female;normal
300000925105;61;female;echb
200001047072;31;female;нет данных
200001045776;50;male;нет данных
100001032834;39;female;нет данных
300001082811;38;female;нет данных
300001075809;19;female;нет данных
100000790666;43;male;нет данных
100001109934;45;male;нет данных
200001040356;36;male;нет данных
300001056566;23;female;нет данных
300000762273;32;female;нет данных
100000705925;46;female;нет данных
100000867395;46;male;нет данных
300001016538;20;female;нет данных
100000979523;33;female;нет данных
300000741356;26;female;нет данных
200000802448;37;male;нет данных
100000950076;54;male;нет данных
300000773571;50;male;нет данных
200001043414;33;female;нет данных
200001061752;43;male;нет данных
100000791243;42;male;нет данных
300000959461;43;male;нет данных
300000858497;51;female;нет данных
100000790157;62;male;нет данных
300001075413;25;female;нет данных
100000844915;45;male;нет данных
300000996479;25;female;нет данных
300000731606;34;female;echb
200000777425;25;male;normal
200000729346;39;female;нет данных
100001057089;60;male;echb
300000872143;28;male;echb
200001078408;21;female;нет данных
300000948286;23;male;нет данных
300000931038;43;female;нет данных
100000878542;51;female;нет данных
300000912506;71;male;нет данных
300001068233;17;male;нет данных
300001078832;28;female;нет данных
300000977776;20;male;echb
300000990849;31;male;нет данных
300000992338;43;female;нет данных
100000762611;44;female;echb
200001016914;41;female;нет данных
300001019398;26;female;echb
200001057585;19;female;нет данных
300001006583;31;female;нет данных
300001077782;22;female;нет данных
100001066166;57;female;нет данных
300000864132;55;male;нет данных
200000821596;35;female;нет данных
300000824860;55;male;нет данных
300001088604;53;male;нет данных
100001001067;61;female;нет данных
200000879874;51;male;нет данных
100000834291;62;male;нет данных
100001027009;41;male;нет данных
300001001290;41;male;нет данных
300001075384;33;female;нет данных
200000907400;31;female;нет данных
300001026288;32;male;echb
200001078779;29;female;нет данных
200001065644;28;male;нет данных
100000797338;70;male;нет данных
200001034101;25;male;echb
300001065957;29;female;echb
300000898550;61;male;нет данных
300001086625;28;female;echb
100001074359;36;female;нет данных
300000934410;75;female;нет данных
200001017694;24;female;нет данных
300000783463;26;female;нет данных
200000819365;51;male;нет данных
300001059912;36;female;нет данных
200000993874;53;female;нет данных
300001043470;27;female;нет данных
100000995756;53;female;нет данных
100001067590;69;male;нет данных
200001021072;25;female;нет данных
100000920410;41;male;нет данных
200001164117;41;male;нет данных
100001136274;62;male;нет данных
100000934301;43;male;нет данных
200001010957;23;male;нет данных
100000695045;71;male;нет данных
100000928852;47;female;нет данных
200001069481;49;male;нет данных
200001049975;46;male;echb
300001058625;42;male;нет данных
200001022960;43;male;нет данных
100001026676;56;male;нет данных
100000872408;47;male;нет данных
200001066127;46;female;нет данных
100001062138;43;female;нет данных
300000962640;34;male;нет данных
200000854322;52;male;нет данных
300000999439;52;male;нет данных
300001063354;58;male;нет данных
100001014495;37;female;нет данных
300000849468;48;female;нет данных
300001060457;39;female;нет данных
300000993985;50;female;нет данных
100001000274;47;female;normal
300000858710;25;male;нет данных
200001024503;21;female;нет данных
100000816095;64;male;нет данных
100001089101;60;female;нет данных
300001046434;57;male;нет данных
300000820804;31;female;нет данных
100001024168;50;male;echb
100000958004;50;male;нет данных
300001081972;64;male;нет данных
200001073029;27;male;нет данных
200001161131;45;female;нет данных
300000847941;34;female;нет данных
100001063366;47;male;нет данных
300000910029;55;female;нет данных
300001169723;55;female;нет данных
300000852618;53;female;нет данных
200001063398;47;female;нет данных
300000917662;41;female;нет данных
100000832908;50;male;нет данных
300001025362;19;female;echb
300001000090;54;female;нет данных
300000884542;35;male;нет данных
200000983525;34;male;нет данных
300001028872;38;male;нет данных
200000857107;36;male;echb
200000802817;41;female;normal
300000971444;31;female;нет данных
100001145697;39;female;нет данных
300000956433;25;male;нет данных
300001062598;59;male;нет данных
100001069639;60;male;нет данных
300001061660;29;male;нет данных
300001055461;24;male;echb
100001044971;46;male;normal
200001054449;25;female;нет данных
200001045960;45;female;нет данных
200000965417;50;male;нет данных
200001002476;50;female;нет данных
300000956098;36;male;нет данных
300001088727;35;female;нет данных
100000749657;49;male;нет данных
100000858070;41;male;нет данных
300000895727;38;male;нет данных
300000968211;25;female;нет данных
100001023352;37;female;нет данных
200000889642;25;male;normal
300001143917;52;female;нет данных
300001153289;36;female;нет данных
300000894786;27;female;нет данных
200000770223;30;female;нет данных
300000876165;22;female;нет данных
100000698405;54;male;нет данных
300001136284;44;female;нет данных
300000926313;45;female;нет данных
100000697273;45;male;нет данных
100000889607;39;female;нет данных
300000949604;47;male;нет данных
200000871600;43;male;echb
300001019678;23;male;нет данных
300000845112;27;male;нет данных
200000983456;21;female;нет данных
300000873518;42;female;нет данных
200000737550;41;female;нет данных
300001009085;26;female;normal
300000907509;27;female;нет данных
300001110567;24;female;нет данных
200000948019;26;female;нет данных
100000831286;36;female;нет данных
300001082445;40;female;нет данных
200000963915;44;female;нет данных
100000948532;75;male;нет данных
300001073500;48;male;нет данных
300001034229;42;female;нет данных
100000949116;43;male;нет данных
100000867316;55;male;echb
200000882527;35;male;нет данных
200000994676;42;male;нет данных
200001080720;41;male;нет данных
200000814848;37;male;normal
300000850772;52;female;echb
300000939151;30;female;нет данных
200001115749;31;male;нет данных
300001056964;38;male;echb
300000991436;25;female;нет данных
200001047178;23;male;нет данных
300000770510;30;female;нет данных
300000813501;24;male;нет данных
300000753249;74;male;normal
200000823269;38;male;нет данных
100001064692;54;female;нет данных
300000899812;30;female;нет данных
200000924127;27;female;нет данных
300001068475;33;female;нет данных
100000711986;58;female;нет данных
300001062618;20;male;нет данных
300001010263;24;female;нет данных
200001167287;65;male;нет данных
100001032167;34;female;normal
200000855814;21;male;normal
100001054149;59;male;нет данных
300000897542;24;male;нет данных
100000973537;47;female;нет данных
200001076128;20;male;нет данных
300000846575;44;female;нет данных
100001048865;44;male;нет данных
100001167639;43;male;echb
200001105186;37;female;нет данных
200001057957;37;male;нет данных
200000457581;38;не указан;normal
300000867029;57;male;нет данных
200000993026;62;male;нет данных
300000693232;57;male;нет данных
200000788463;24;female;нет данных
100001085237;53;male;нет данных
300001040940;52;male;normal
300001050053;55;female;нет данных
200001046606;43;male;нет данных
200001056187;27;male;нет данных
300001142424;25;female;нет данных
200001072477;28;female;нет данных
200000834202;51;female;нет данных
300001045496;25;female;нет данных
100000879133;41;male;нет данных
300000919161;31;male;нет данных
100000799044;50;female;нет данных
100001115119;51;male;нет данных
100000868088;66;female;нет данных
200001002115;34;male;нет данных
100001115523;63;female;нет данных
200000943682;40;female;нет данных
300001061964;39;male;нет данных
200001070063;20;female;echb
300001067282;22;male;нет данных
200001073721;19;female;нет данных
300001064919;45;female;нет данных
100000855297;72;male;нет данных
100000679200;61;male;нет данных
300000710085;47;male;нет данных
200001011019;29;male;нет данных
300000800041;47;male;нет данных
300001050146;18;male;echb
200001051889;59;female;echb
200000837281;22;female;нет данных
200001053774;36;female;нет данных
300000973693;24;female;echb
200001075454;33;female;echb
100000803339;43;female;нет данных
200001053741;43;female;нет данных
300001056449;51;female;нет данных
300001053928;26;female;echb
300001086253;26;male;нет данных
300001041394;37;female;нет данных
200001073799;20;female;echb
100000767932;64;male;нет данных
200000918674;22;female;normal
300001066386;53;female;нет данных
100000927749;50;female;нет данных
200001059191;45;female;нет данных
100000954431;52;female;нет данных
200001066251;24;female;нет данных
300000823160;30;female;нет данных
300001021894;46;female;нет данных
300001082460;44;male;нет данных
100000866110;43;male;нет данных
100000860948;48;female;нет данных
100001032038;73;male;нет данных
100000923521;51;female;нет данных
200000868712;32;male;echb
100000851470;49;male;нет данных
100001009565;54;male;нет данных
100000879170;60;female;echb
200001159254;32;male;нет данных
300001076834;51;male;нет данных
200000970210;58;female;echb
300001062610;48;female;нет данных
100001061706;44;female;нет данных
100001001283;64;male;нет данных
100000966020;41;male;нет данных
100000998871;41;male;нет данных
300001096188;51;female;нет данных
100000994423;35;female;нет данных
100001016891;38;male;нет данных
200000897483;58;male;нет данных
300001042300;19;female;нет данных
200001055970;23;female;нет данных
300001063595;36;female;нет данных
200001078881;40;male;нет данных
300001008070;28;female;нет данных
300001049198;58;female;echb
300001091343;39;female;нет данных
200000910384;37;female;нет данных
100000831464;37;female;normal
100001064847;41;male;нет данных
300000878887;53;male;нет данных
300001062117;31;female;нет данных
300001020561;34;male;нет данных
200000960026;65;male;нет данных
100001019730;39;female;echb
300000838882;38;female;echb
100001022412;59;male;нет данных
100000992490;59;male;нет данных
100000830386;49;male;нет данных
200000771958;23;female;нет данных
300001059108;25;female;нет данных
100000867101;43;female;нет данных
300000759683;68;male;нет данных
100001033113;61;male;нет данных
200000697583;37;male;нет данных
200001136430;46;male;нет данных
100001054763;37;male;нет данных
300001033311;61;female;нет данных
300000791429;35;female;echb
300000993138;32;male;нет данных
300000634899;42;male;нет данных
300001012559;24;female;нет данных
200000956327;46;female;нет данных
300001085989;42;male;нет данных
300000957136;46;female;нет данных
200001028657;57;female;echb
200001100213;25;female;нет данных
300000826651;32;female;echb
100000860024;72;female;нет данных
300000707885;27;male;normal
100000943110;42;female;нет данных
100001030762;53;female;нет данных
200000951268;24;female;нет данных
200000920811;32;female;нет данных
200001080365;41;female;нет данных
100001021052;38;male;нет данных
200000977419;45;male;нет данных
300000802026;38;male;echb
300001062023;23;female;нет данных
300000715478;45;male;нет данных
300000829370;42;female;нет данных
300001003676;23;female;нет данных
300001065616;33;male;нет данных
100001058263;53;male;нет данных
100000764468;46;female;нет данных
300000848910;35;male;normal
100000943776;45;female;нет данных
200001053446;40;male;нет данных
100001031032;38;male;нет данных
300000789419;59;male;echb
200000649698;34;male;нет данных
200000871166;42;male;нет данных
200001081699;28;female;нет данных
300000696460;25;female;нет данных
200000810474;56;female;echb
300000930717;34;female;нет данных
200000854323;32;female;echb
200001009192;60;female;echb
300000997491;36;male;нет данных
200000944083;40;female;нет данных
100000791895;60;male;normal
300000990328;27;female;нет данных
100000773726;33;male;нет данных
300001021216;31;female;нет данных
200000832167;59;female;нет данных
300001118439;49;female;нет данных
300001089579;28;female;нет данных
200001018111;55;male;нет данных
300001052014;46;female;нет данных
300001073488;31;male;нет данных
200000901897;25;female;нет данных
200000839422;54;male;нет данных
300000794343;58;male;нет данных
300000799265;46;female;нет данных
100001122917;34;male;нет данных
300001068251;20;female;нет данных
300001032526;36;male;нет данных
300000888520;48;male;нет данных
300001080246;24;male;нет данных
300001070980;29;female;нет данных
300000834776;52;male;нет данных
100000779687;71;male;echb
300000910960;22;female;нет данных
200000963172;28;female;нет данных
300001112294;63;male;нет данных
300000969297;41;male;нет данных
200001001467;19;male;нет данных
200001083031;34;male;нет данных
300001045266;37;female;нет данных
300001026532;41;female;нет данных
300000708307;30;male;echb
300001153183;23;male;нет данных
300000972305;38;male;нет данных
300001118609;37;male;нет данных
100001056329;54;female;нет данных
300001047787;25;female;echb
300001016856;29;female;нет данных
200000821056;28;male;нет данных
200000731244;25;female;нет данных
100000860652;35;male;нет данных
200001111254;25;female;нет данных
300000890644;54;male;нет данных
200000823541;63;female;echb
300001049047;58;female;нет данных
300001074655;19;female;нет данных
300001068799;30;female;нет данных
300001092057;47;male;echb
300001147751;56;female;нет данных
100000883462;42;female;нет данных
100001065661;52;male;echb
100000873628;46;male;нет данных
300000889644;25;male;normal
100001056234;58;male;нет данных
100000693475;54;male;нет данных
200000876861;41;female;нет данных
300000719899;32;male;нет данных
200000911620;30;male;нет данных
200001083882;54;female;нет данных
300000997367;22;female;нет данных
200000911862;37;female;нет данных
200000946407;24;male;нет данных
300000917591;38;female;нет данных
300000989937;21;female;нет данных
300001040524;20;male;echb
300001071694;30;female;нет данных
100000876243;40;male;нет данных
300001113805;30;male;нет данных
300000692951;32;male;нет данных
200000912125;68;male;нет данных
100000902566;47;male;нет данных
200001055159;37;female;нет данных
300001035198;26;male;echb
100000987099;42;male;normal
200001084478;29;male;нет данных
100000860457;41;male;нет данных
200001006259;32;female;нет данных
200000971736;25;male;normal
300001007146;32;female;echb
300000858664;32;male;нет данных
200001076863;38;female;нет данных
100001022697;41;female;нет данных
100000885936;49;female;нет данных
300000958256;65;male;нет данных
300001060108;27;female;нет данных
300001104617;21;male;echb
300001062293;40;male;нет данных
300000893538;31;female;normal
200001129748;59;male;нет данных
100001076383;46;male;нет данных
100001102674;33;female;echb
100001090904;49;female;нет данных
300001075076;46;male;нет данных
300001045052;25;male;echb
100000987967;47;female;echb
200001042081;54;male;echb
300000932131;31;female;нет данных
300000821755;43;male;нет данных
200001087756;24;male;нет данных
100001058515;51;male;нет данных
200000966085;20;male;нет данных
300000982786;65;female;нет данных
300001060289;26;male;нет данных
200001051481;27;female;нет данных
300001058069;31;female;нет данных
300000930824;27;male;нет данных
300000764773;22;female;нет данных
100001046729;49;male;нет данных
200001105612;21;male;нет данных
100000887512;88;male;нет данных
100001058156;28;male;нет данных
300000672174;43;female;нет данных
200001055526;31;male;echb
100001088732;39;male;нет данных
100001123006;52;female;нет данных
300001031935;45;male;нет данных
100001088146;40;female;нет данных
300000845601;30;female;normal
300001002152;25;male;нет данных
300000862222;32;male;нет данных
200001062358;34;male;нет данных
100001125399;38;male;нет данных
300000790778;41;male;нет данных
300000917343;38;female;нет данных
200001057857;44;female;echb
300000922590;22;male;normal
200001115366;34;female;нет данных
200000925871;24;female;нет данных
300000929634;26;female;нет данных
200000950500;24;male;нет данных
100000953937;62;male;нет данных
100001010866;36;male;нет данных
200001037449;26;male;нет данных
300001086361;40;female;нет данных
300000936998;46;male;нет данных
300000912742;25;female;нет данных
100000924060;69;male;нет данных
200000952625;22;female;нет данных
200000966696;48;female;нет данных
300000863222;28;male;нет данных
300000963041;48;male;нет данных
200001026642;45;male;нет данных
100001019338;48;male;нет данных
300000831430;44;male;нет данных
300001012862;30;female;echb
200001013688;27;female;normal
300000971770;24;female;нет данных
300000885653;48;male;нет данных
300001058272;46;female;нет данных
300000774520;26;male;нет данных
300000976492;31;female;нет данных
300001053072;39;female;echb
300000794883;28;female;нет данных
300001079563;46;female;нет данных
300000838583;49;male;нет данных
200001021033;41;female;нет данных
300001014474;20;female;нет данных
300001038046;21;female;нет данных
100000860175;36;male;нет данных
300000840633;34;male;normal
300001156713;37;male;нет данных
300000766151;36;male;нет данных
200001006675;36;female;нет данных
300001074470;23;female;нет данных
200001095286;43;male;нет данных
200000746855;53;male;echb
300001076222;31;female;echb
200000803417;24;female;нет данных
200001087372;45;female;нет данных
100001166911;39;male;нет данных
100000949594;47;female;нет данных
300000899056;48;male;нет данных
300001082086;23;male;нет данных
300001058772;37;male;echb
200001026709;52;male;нет данных
300001086462;20;male;нет данных
200001073283;45;male;нет данных
200000962130;40;male;echb
200000844264;27;female;echb
300000960402;23;female;нет данных
100001122241;45;male;нет данных
100001088988;54;male;нет данных
200000852930;35;male;echb
100000665127;62;male;нет данных
200001056136;42;male;нет данных
200001084725;24;male;нет данных
300001041355;45;female;нет данных
200001054824;26;male;нет данных
300001036837;38;male;нет данных
200001021201;58;female;нет данных
300001055093;26;female;нет данных
200001014061;36;male;нет данных
300001061973;20;male;echb
100000854787;63;male;нет данных
300001058628;39;male;нет данных
300001129005;22;male;нет данных
200001052104;53;male;echb
200000881913;52;female;нет данных
300001056856;59;male;нет данных
300001019863;26;male;echb
200000852524;30;male;нет данных
200000761892;71;male;нет данных
100001078286;47;female;нет данных
300000975757;26;male;нет данных
200000720069;27;male;echb
200001069113;26;male;нет данных
100000814667;55;male;нет данных
300001052856;20;male;нет данных
200000711673;38;male;нет данных
100000823560;43;male;нет данных
300001063323;39;female;нет данных
100000861246;68;female;нет данных
300000856725;25;female;нет данных
200001158660;23;male;нет данных
200001065634;37;female;echb
200000980665;22;male;нет данных
100000976705;41;male;нет данных
200000825234;29;female;нет данных
200000772339;23;male;normal
100000970718;54;female;нет данных
200001057865;20;female;echb
300001054179;21;female;echb
200000680740;36;male;нет данных
300000805388;34;female;нет данных
300000974433;24;female;нет данных
200001010523;31;male;нет данных
200001039909;49;female;нет данных
200001076055;42;male;нет данных
100000961053;47;male;нет данных
300000935828;67;male;нет данных
300001045199;22;male;нет данных
200001072528;49;female;echb
200001154376;20;male;нет данных
200000852923;36;male;нет данных
300001059670;32;male;нет данных
100001000997;55;male;нет данных
100000738392;40;male;нет данных
200001051784;41;male;нет данных
300001009012;22;male;нет данных
300000743655;31;female;echb
300000967849;37;male;нет данных
300000765492;32;female;echb
300001081503;18;female;normal
200001057990;25;female;нет данных
100000946012;53;male;нет данных
300001078496;25;female;echb
200000948514;47;male;нет данных
300001100977;39;male;нет данных
300001074538;20;female;нет данных
200001057213;25;female;нет данных
100001067336;63;female;нет данных
200000859591;32;female;normal
100001067182;44;female;echb
100000996511;30;female;нет данных
200000970758;65;male;нет данных
200001063390;22;male;нет данных
300001000205;46;male;нет данных
100000936009;65;male;нет данных
100000960682;67;female;нет данных
300001066545;28;male;нет данных
200000881624;56;male;нет данных
200000772637;32;female;нет данных
200001033487;30;female;нет данных
100001060410;46;male;нет данных
100001025472;53;male;нет данных
200000861982;24;female;нет данных
200001019134;41;male;нет данных
200001086507;39;male;нет данных
100000874203;45;male;нет данных
300001058023;19;female;нет данных
100000840698;70;male;нет данных
300000935839;43;male;нет данных
300001079461;22;female;нет данных
200001062181;22;male;echb
300001076842;42;male;нет данных
100000844484;55;male;нет данных
100001030155;66;female;нет данных
300000970058;36;male;нет данных
300001069659;38;female;echb
300000689868;47;male;нет данных
300000952171;24;female;нет данных
300001042490;21;male;нет данных
300000850754;25;female;echb
300001026263;69;female;нет данных
200000978095;41;male;нет данных
300001050318;35;female;нет данных
100001064823;50;female;нет данных
300001049589;21;female;нет данных
300000860281;45;male;нет данных
200000791168;58;male;нет данных
300001088924;20;male;нет данных
300001058072;33;female;нет данных
100001077231;64;male;нет данных
200001064646;27;male;нет данных
300001099305;47;female;нет данных
300000668624;36;female;нет данных
100001127329;40;female;echb
300001021217;31;female;echb
300001021270;26;female;нет данных
100000886279;47;male;нет данных
100001135992;34;female;нет данных
200001079912;47;female;нет данных
300001097487;42;male;нет данных
100001070589;57;male;echb
200001013954;35;male;нет данных
300001061814;46;male;нет данных
100000818821;32;male;нет данных
300000932248;44;male;нет данных
100000848876;55;male;echb
100001064390;28;male;нет данных
200001088168;40;female;нет данных
300001028952;33;female;нет данных
200001081963;21;female;нет данных
100001001116;40;male;нет данных
200001068644;21;female;echb
100000790556;59;male;нет данных
300001064517;58;female;нет данных
200000852608;25;male;normal
100001005764;54;male;echb
100000970305;57;female;нет данных
300001075379;40;female;нет данных
300001072215;52;male;нет данных
300000996278;27;male;нет данных
200001081836;30;male;нет данных
300001128466;50;male;нет данных
200001065570;63;male;нет данных
200000848875;63;female;echb
200001032657;41;female;echb
100000926899;38;male;нет данных
300000915357;20;female;нет данных
100001019829;61;female;echb
300000752350;35;female;normal
200000926557;27;female;нет данных
300001069738;20;female;нет данных
100000830424;52;female;echb
300000704291;51;male;echb
100000988968;59;female;нет данных
100001010066;48;male;нет данных
300000918765;25;female;нет данных
300001067470;33;female;нет данных
200001080072;34;female;нет данных
200000829971;52;female;нет данных
300001068803;24;male;нет данных
300001055391;30;female;нет данных
300000958201;26;male;normal
300001032153;47;female;нет данных
100001090668;40;female;нет данных
300001006530;24;female;нет данных
100001064079;39;male;нет данных
300001065453;41;female;нет данных
100000872313;39;male;нет данных
200001073685;24;female;нет данных
200000859448;55;female;нет данных
100001060853;56;female;нет данных
300000706633;35;male;normal
200001068755;28;male;нет данных
300000767795;28;male;нет данных
300000898590;42;female;нет данных
300000833079;40;male;нет данных
300001038746;22;female;normal
300001080860;20;female;нет данных
300001040656;37;male;нет данных
300001025777;44;female;нет данных
300000854892;47;female;нет данных
300001031399;27;female;нет данных
100000875326;61;female;нет данных
200001090220;40;female;нет данных
100001011322;39;female;нет данных
300001054898;62;male;нет данных
100001009093;49;male;echb
100001019790;53;female;echb
100000807477;49;female;нет данных
300000898456;64;male;нет данных
300000967276;45;female;нет данных
300000941359;25;male;нет данных
300000956591;30;male;echb
200001017773;20;female;нет данных
300000844571;34;female;нет данных
100001059342;59;female;нет данных
200001093051;18;male;echb
100000733127;57;male;нет данных
200000769388;29;male;нет данных
300000753788;42;male;normal
300000842686;25;female;normal
300000999401;61;female;нет данных
200001061167;51;male;нет данных
300000957691;37;female;normal
300000830502;22;female;нет данных
300001067727;25;male;нет данных
200001068482;31;female;нет данных
100000812357;47;male;нет данных
200000991700;21;male;нет данных
200000966881;37;male;нет данных
300001045191;25;female;нет данных
300001059998;19;female;echb
200000918753;37;male;нет данных
200000813082;41;female;нет данных
100000985034;64;male;нет данных
100001164024;66;male;нет данных
100000879915;35;male;нет данных
100000742468;68;male;нет данных
300001154113;22;female;нет данных
200001069390;19;male;нет данных
100000909330;50;female;нет данных
300001046216;33;female;echb
100001145446;35;male;echb
200001081899;39;male;нет данных
300001070754;33;female;нет данных
300001062435;52;male;нет данных
100001071213;37;female;нет данных
300000873249;22;female;нет данных
200001065731;26;male;echb
300000870574;32;male;нет данных
200000768041;69;male;нет данных
300001022066;32;male;нет данных
300000901707;29;female;нет данных
300000704551;28;male;нет данных
100001123215;42;female;нет данных
300001115842;35;male;нет данных
300001047014;38;male;нет данных
100000818477;54;male;нет данных
200000824525;47;male;нет данных
300000927493;42;female;нет данных
300001052872;37;female;нет данных
200000936131;22;female;нет данных
200001050936;55;female;нет данных
300000799644;35;female;нет данных
300000976850;22;male;нет данных
200000893981;31;female;нет данных
100000822328;36;female;нет данных
200001068853;20;male;echb
300001057885;53;female;нет данных
100000875272;49;male;нет данных
200001006467;54;male;нет данных
300001069954;24;female;нет данных
200001050894;20;female;нет данных
200000996818;24;female;нет данных
300000871725;22;female;нет данных
200000849245;27;female;normal
200001006262;26;male;echb
300001084647;37;male;нет данных
300001002933;49;male;нет данных
300000862533;36;female;нет данных
300001056574;20;female;нет данных
