chb;sys_numb
200001062215;RSL60000294390
200001062215;RSL60000294449
200001062215;RSL60000294379
200001062215;RSL02000024890
200001062215;RSL60000294386
200001062215;RSL60000294465
200001062215;RSL60000294012
200001062215;RSL60000294450
200001062215;RSL60000294001
200001062215;RSL60000294004
200001062215;RSL60000294008
200001062215;RSL60000294455
200001062215;RSL02000024939
200001062215;RSL02000024923
200001062215;RSL60000294452
200001062215;RSL02000024887
200001062215;RSL60000258744
300001018187;RSL01000341394
300000828877;RSL01008634537
300000828877;RSL01002374126
300000828877;RSL01009433043
300000828877;RSL01007527939
300001061660;RSL01009995117
300001061660;RSL01003303507
300001061660;RSL01004130865
300001061660;RSL01007864903
200001001450;RSL01004866259
200001001450;RSL01007512206
200001001450;RSL01008092413
200001001450;RSL01007497860
200001001450;RSL01010952875
200001001450;RSL01004391006
200001001450;RSL01010594096
200001001450;RSL01010457504
200001001450;RSL01008274471
200001001450;RSL01000986755
200001001450;RSL01004837964
200001001450;RSL01008461520
200001001450;RSL01000153317
200001001450;RSL01005467173
200001001450;RSL01002802488
200001001450;RSL01003176175
200001001450;RSL01006645547
200001001450;RSL01003147998
200001001450;RSL01004338076
200000956823;RSL01007693681
200000956823;RSL01007131775
200000956823;RSL01003670064
300000872481;RSL01010678789
300000872481;RSL01004628207
300001008368;RSL01010724415
300001008368;RSL01010044501
300001008368;RSL01010433971
300001008368;RSL01010417555
300001008368;RSL01007868208
300000748784;RSL01004415647
300000748784;RSL01008599845
300000748784;RSL01004293838
300000748784;RSL01004071511
300000748784;RSL01006549712
300000748784;RSL01010170653
300000748784;RSL01003488191
300000748784;RSL01004914175
100000886230;RSL01006770108
100000886230;RSL01008246941
100000886230;RSL01006710643
100000886230;RSL01001241852
100000886230;RSL01001310488
100000886230;RSL01001435004
100000886230;RSL01001565926
200001118130;RSL01001766247
200001118130;RSL01006168448
200001118130;RSL01006544022
200001118130;RSL01001802090
200000865315;RSL01001760364
200000865315;RSL01001617034
100000787333;RSL01005137708
100000787333;RSL01001235420
100000787333;RSL01010952964
100000787333;RSL01006881655
100000787333;RSL01006881653
100000787333;RSL01006830631
300001077683;RSL07000401689
300001077683;RSL07000369066
300001077683;RSL07000387399
300001077683;RSL07000388243
300001077683;RSL02000010534
300001077683;RSL07000488791
200001114291;RSL01009785365
200001114291;RSL01009656830
100001069698;RSL07000385497
100001069698;RSL07000460948
300000820453;RSL01003980209
300000820453;RSL01004146184
300000820453;RSL01008906594
300000820453;RSL01003634413
300000820453;RSL01003125471
300001001051;RSL01003055965
300001001051;RSL01007556235
200000909404;RSL01009464320
200000909404;RSL01010152425
200000909404;RSL01006703730
200001083576;RSL01001158847
200001083576;RSL01001257186
200001083576;RSL01002139846
200001083576;RSL01006817475
200001083576;RSL01001214107
200000867649;RSL01004825902
200000867649;RSL01005392478
200000867649;RSL01009492134
300000939068;RSL01008925899
300000939068;RSL01009630946
300000939068;RSL01006770694
300000939068;RSL01001707574
300000939068;RSL01007555939
300000939068;RSL01009925882
300000848226;RSL02000010548
300000848226;RSL07000431823
300000848226;RSL07000434448
300000848226;RSL07000441153
300000848226;RSL07000421485
300000958897;RSL07000457742
300000958897;RSL07000354988
300000958897;RSL07000451262
200000986131;RSL07000373616
200000986131;RSL02000024233
200000986131;RSL07000487542
200000986131;RSL07000350564
200000986131;RSL07000412680
200000986131;RSL07000459570
200000986131;RSL07000384202
300000984362;RSL01008680115
300000984362;RSL01004894434
100001123223;RSL02000024293
100001123223;RSL07000355174
100001123223;RSL07000356494
100001123223;RSL07000387870
100001123223;RSL07000351320
100001123223;RSL07000453717
100001123223;RSL02000010454
300001061523;RSL07000389770
300001061523;RSL07000398959
300001113424;RSL01002728161
300001113424;RSL01004916984
300001113424;RSL01008763029
300001113424;RSL01004146641
300001113424;RSL01005396462
200001040876;RSL01001690886
200001040876;RSL01008114934
100001098258;RSL01006535123
100001098258;RSL01004832332
100001098258;RSL01000752127
100001098258;RSL01009501913
100001098258;RSL01008762238
100001098258;RSL01003374897
100001098258;RSL01005105006
300001010510;RSL01000964488
300001010510;RSL01007485614
300001010510;RSL01006684928
300001010510;RSL01008929957
300001010510;RSL01004960105
200001086236;RSL01006010820
200001086236;RSL01009288673
200000955299;RSL01001306700
200000955299;RSL01005113357
300001144874;RSL01003545243
300001144874;RSL01003717518
300001144874;RSL01003625049
100001127329;RSL01004950120
100001127329;RSL01006574751
100001127329;RSL01003367956
100001127329;RSL01008564065
200000859074;RSL01005219856
200000859074;RSL01006335575
200000859074;RSL01007310920
200000807049;RSL01007853390
200000807049;RSL01004971398
200000807049;RSL01009898353
200000807049;RSL01005389608
200000807049;RSL01009826613
200000807049;RSL01004726145
200001128584;RSL07000368687
200001128584;RSL02000020678
200001128584;RSL02000009173
300001038580;RSL01002500916
300001038580;RSL01004972750
300001038580;RSL01003303262
100000853426;RSL01010708979
100000853426;RSL01009912354
100000853426;RSL01010370923
300001041274;RSL01010514667
300001041274;RSL01001769346
300001041274;RSL01001764199
300001041274;RSL01001770277
300001041274;RSL01008636598
300001041274;RSL01008529882
300001041274;RSL01004571428
300000886203;RSL01000712222
300000886203;RSL01010113032
300000886203;RSL01001000669
300000886203;RSL01009520629
100001059342;RSL01006589994
100001059342;RSL01007485438
100001059342;RSL01006746433
100001059342;RSL01005500829
100001059342;RSL01006704664
200001118706;RSL01005417925
200001118706;RSL01003760584
200001118706;RSL02000022621
200001042848;RSL01002916067
200001042848;RSL01009738281
200001042848;RSL01009627729
200001042848;RSL01006638814
200001042848;RSL01001124583
200001042848;RSL01004661247
200001042848;RSL01002328052
300001104220;RSL01009756018
200000891496;RSL01003474640
200000891496;RSL01008771191
200000891496;RSL01004405660
200000891496;RSL01008548636
200000891496;RSL01003383348
200000965295;RSL01003672178
200000965295;RSL01003640067
200000965295;RSL01003663242
200000965295;RSL01003680420
200000965295;RSL01003729402
200000965295;RSL01003724637
300001107220;RSL01005493673
300001107220;RSL01006759902
300001107220;RSL01004237232
300001107220;RSL01008028417
200001041340;RSL01001328460
300001157676;RSL01008491489
300001157676;RSL01002894208
300001157676;RSL01009393377
300001157676;RSL01008064708
300001157676;RSL01009440229
200000790700;RSL01009948890
200000790700;RSL01009860372
200000790700;RSL01010669118
200001085234;RSL01000739901
200001085234;RSL01002429030
200001085234;RSL01004364569
200001085234;RSL01000735343
300001072040;RSL01003542346
300001072040;RSL01003561032
300001072040;RSL01003939281
300001013866;RSL01008257980
300001013866;RSL01002148344
300001013866;RSL01010175882
200001032869;RSL01002931590
200001032869;RSL01008252148
200001032869;RSL01005384261
200001032869;RSL01004858178
200001032869;RSL01005078311
200001032869;RSL01010172395
200001032869;RSL01003067719
200001032869;RSL01004047230
200001032869;RSL01003299441
200001032869;RSL01000336494
300000833206;RSL01001173606
300000833206;RSL01006094427
300000833206;RSL01000441427
300000833206;RSL01004716158
300000944630;RSL01010824645
300000944630;RSL01010278652
300000944630;RSL01002407259
200001078927;RSL01003823010
200001078927;RSL01003823791
200001078927;RSL01003823792
200001078927;RSL01003823790
300001076412;RSL01004355766
300001076412;RSL01003381799
300001076412;RSL01003359941
300001076412;RSL01002720117
300001076412;RSL01008502111
200001112450;RSL01006708994
200001112450;RSL01006709002
200001112450;RSL01006709065
200001112450;RSL01003857701
200001112450;RSL01005140539
200001112450;RSL01005143744
200001112450;RSL01003966998
200001112450;RSL01005149982
200001112450;RSL01005140503
200001075593;RSL01003287609
200001075593;RSL01008668651
200001075593;RSL01000793106
200001069930;RSL01004565713
200001069930;RSL01004566061
300001058326;RSL01010476249
200001118848;RSL01010559422
200001118848;RSL01003050826
200001118848;RSL01008838873
200001118848;RSL01009568124
200001118848;RSL01004333640
200001118848;RSL01006518655
200001118848;RSL01010585555
200001118848;RSL01008511249
200001118848;RSL01004952453
200001118848;RSL01009893347
200001118848;RSL01002717323
200001118848;RSL01007901799
200001118848;RSL01007924129
200001118848;RSL01009660963
200001118848;RSL01003131023
200001118848;RSL01008235892
200001118848;RSL01005378215
200001118848;RSL01003153663
200001118848;RSL01007577255
200001118848;RSL01000675026
300001032153;RSL01002975312
300001032153;RSL01007860090
300001032153;RSL01004100448
300001032153;RSL01002294090
300001032153;RSL01002739078
100000978135;RSL60000172396
100000978135;RSL60000172397
100001083040;RSL07000421593
100001083040;RSL07000442856
100001083040;RSL02000012048
100001083040;RSL07000377392
100001083040;RSL07000431499
100001083040;RSL07000480140
100001083040;RSL07000440877
200000993026;RSL01004180464
200000993026;RSL01002951091
200000993026;RSL01002951110
200000993026;RSL01003835481
200000993026;RSL01003874931
200000993026;RSL01003827708
200000874519;RSL01009965123
200000874519;RSL01004082145
200000874519;RSL01004155961
200000874519;RSL01005485016
300001091037;RSL01004598414
300001091037;RSL01006718416
300001042975;RSL01010170518
300001042975;RSL01008588943
300001042975;RSL01009414487
200001016925;RSL01003301420
200001016925;RSL01008679865
200001016925;RSL01009444130
300001005386;RSL01010445333
300001005386;RSL01004355956
300001005386;RSL01004975748
300001005386;RSL01009802453
300001005386;RSL01002743399
300001005386;RSL01002293036
300001082923;RSL01002910502
300001082923;RSL01001047046
300001082923;RSL01004135297
200000863170;RSL01010175777
200000863170;RSL01010170837
200000863170;RSL01004726670
200000863170;RSL01008563731
200001066643;RSL01008880658
200001066643;RSL01004023902
200001066643;RSL01008774886
200001016807;RSL01001329731
200001016807;RSL01001461365
200001016807;RSL01001614353
200001097782;RSL01002362368
200001097782;RSL01002368466
200001097782;RSL01000626106
300001075869;RSL01008846003
300001075869;RSL01007435189
300001075869;RSL01001495369
300001075869;RSL01005303769
200000837281;RSL01002380480
200000837281;RSL01002380465
200000837281;RSL01002480765
200001063570;RSL01004824092
200001063570;RSL01004759717
200000916179;RSL07000401486
200000916179;RSL07000397600
200000916179;RSL07000467657
200000916179;RSL07000375074
200000916179;RSL07000378623
200000916179;RSL07000434650
200000916179;RSL07000433717
200000916179;RSL07000376683
200000916179;RSL07000368251
200000916179;RSL07000389750
200000916179;RSL07000374015
200000789069;RSL01003370364
200000789069;RSL01010690632
200000789069;RSL01010005750
200000789069;RSL01010008847
200001073427;RSL01006774037
200001073427;RSL01006625797
200001140204;RSL01003376227
200001140204;RSL01010593020
300001151473;RSL01010304098
300001151473;RSL01010826785
300001151473;RSL01002410572
300001151473;RSL01008579345
300001151473;RSL01004327980
300001151473;RSL01006736925
100001138511;RSL01002958893
100001138511;RSL01006579017
100000816037;RSL01004599007
100000816037;RSL01010559314
100001050395;RSL01007968924
100001050395;RSL01006704664
100001050395;RSL01007500224
100001050395;RSL01008856620
100001067590;RSL01005535403
100001067590;RSL01000221322
100001067590;RSL01008706050
100001067590;RSL01003266228
100001067590;RSL01002739664
100001067590;RSL01002800885
100001067590;RSL01000282385
100001067590;RSL01010169987
100001067590;RSL01010169986
100001067590;RSL01005056709
100001067590;RSL01005549380
100000881114;RSL01005747893
300001093965;RSL01002564755
300000795675;RSL01000726816
300000795675;RSL01008502812
300000795675;RSL01008071639
100001040753;RSL01005233347
100001040753;RSL01003786618
200001040572;RSL01004704001
200001040572;RSL01000742439
300000864895;RSL01009896691
300000864895;RSL01010598228
300000864895;RSL01006531103
300000864895;RSL01002949016
300000864895;RSL01007835326
300000864895;RSL01006531110
300000864895;RSL01008669207
300000864895;RSL01001683910
300000864895;RSL01001629941
300000864895;RSL01010428542
200001151308;RSL07000396842
200001151308;RSL02000006785
200001151308;RSL07000396345
200001151308;RSL07000397477
200001151308;RSL02000013448
200000687023;RSL01003547498
200000687023;RSL01003573360
300000751862;RSL01003388272
300000751862;RSL01004021481
300000751862;RSL01009499633
300000751862;RSL01008632413
300000751862;RSL01003301044
300000751862;RSL01008832482
300001125321;RSL01002584470
300001125321;RSL01002378929
300001125321;RSL01000956698
300001125321;RSL01003138176
200001076577;RSL01007581188
200001076577;RSL01009430608
200001076577;RSL01008936552
200001076577;RSL01010568656
200001076577;RSL01008903229
200001076577;RSL01007484878
200001076577;RSL01009492236
200001076577;RSL01008581086
200001076577;RSL01009487103
200001076577;RSL01009545991
200001076577;RSL01009476579
200001076577;RSL01009497003
200001076577;RSL01009488447
200001076577;RSL01009499388
200001076577;RSL01008848260
200001076577;RSL01009472968
200001076577;RSL01009480455
200001076577;RSL01009639216
300001150421;RSL07000456157
300001150421;RSL01009218742
300001150421;RSL01008396259
300001082811;RSL01004295851
300001082811;RSL01008587899
200000957853;RSL01010336313
200000957853;RSL01002491720
200001154993;RSL01002969535
200001154993;RSL01002911353
300000824240;RSL01005505308
300000824240;RSL01008536364
300000824240;RSL01008844488
300000824240;RSL01007983549
300000824240;RSL01007879241
300000824240;RSL01007570504
300000824240;RSL01008659510
200000829542;RSL01001306359
200000829542;RSL01007906735
200000829542;RSL01006462630
200000829542;RSL01000734141
300000886160;RSL01003276295
300000886160;RSL01002316270
300000886160;RSL01004052046
200001151077;RSL01010396523
200001151077;RSL01010396418
200001151077;RSL01000780797
200001151077;RSL01010396163
200001151077;RSL01010396443
200001151077;RSL01010396490
200001151077;RSL01000333402
200001151077;RSL01000333420
200001096987;RSL01001438897
200001096987;RSL01002803578
200001096987;RSL01001616523
200001096987;RSL01002723188
200001096987;RSL01001494693
200001096987;RSL01001494944
200001096987;RSL01001628938
100000862553;RSL60000119637
100000862553;RSL60000119638
100000862553;RSL07000386890
100000862553;RSL07000458343
100000862553;RSL07000451281
100000862553;RSL07000469880
100000862553;RSL07000374187
100000862553;RSL07000381168
100000862553;RSL07000462376
100000862553;RSL07000442591
100000862553;RSL07000442725
100000862553;RSL07000491330
100000862553;RSL02000022438
100000862553;RSL02000022310
100000862553;RSL07000453384
100000862553;RSL07000432261
100000862553;RSL60000187658
100000862553;RSL60000187183
100000862553;RSL60000238117
100000862553;RSL60000237407
300000897914;RSL01009990350
300000897914;RSL01008861082
300000897914;RSL01008563799
300000897914;RSL01009527531
300000897914;RSL01009425768
300000897914;RSL01008735884
200001101886;RSL01003316236
200000962196;RSL01010532735
200000962196;RSL01009510866
200001078898;RSL01004731370
200001078898;RSL01008554744
200001079575;RSL01001848832
200001079575;RSL01002092798
200001079575;RSL01001661859
200001079575;RSL01001776144
200001079575;RSL01001747766
300001153764;RSL01007092823
300001153764;RSL01004823801
300001153764;RSL01007875626
300001153764;RSL01004608341
300001153764;RSL01006603704
300001153764;RSL01003312318
300001153764;RSL01005482571
300001153764;RSL01004127425
300001153764;RSL01003377964
300001153764;RSL01004724889
300001153764;RSL01009439204
300001153764;RSL01008802717
300001153764;RSL01004709987
300000754606;RSL01006153347
300000754606;RSL01000618390
300000965144;RSL01009467690
300000965144;RSL01003112077
300000965144;RSL01003494718
300000965144;RSL01003130406
300001047912;RSL01010234774
300001047912;RSL01002958496
300001152225;RSL01009017858
300001152225;RSL01000600952
300001152225;RSL01009271320
300000972490;RSL01000660414
300000972083;RSL01009535993
300000972083;RSL01008855171
300000972083;RSL01009843002
300000972083;RSL01009752208
300000972083;RSL01009412092
300000972083;RSL01004125850
300000972083;RSL01009872537
300000972083;RSL01008925638
300000972083;RSL01009809518
300000972083;RSL01010032503
300000972083;RSL01010564878
200001012851;RSL01003391061
200001012851;RSL01009729141
200001012851;RSL01010326435
200001012851;RSL01004749926
300000843955;RSL01002586178
300000843955;RSL01001305087
300000843955;RSL01002586187
300000843955;RSL01001279666
300000843955;RSL01001497089
300000843955;RSL01001300431
300001042125;RSL01007997896
300001042125;RSL01007571988
300001042125;RSL01007835917
300001042125;RSL01010666696
200001144603;RSL01006395691
200001144603;RSL01006395883
200001144603;RSL01001453685
200001144603;RSL01001308913
200001144603;RSL01001024329
200001144603;RSL01006221286
100001059142;RSL01002134044
100001059142;RSL01001425502
100001059142;RSL01001453550
100001059142;RSL01001447253
200001093969;RSL01005679295
200000809857;RSL01005114354
200000809857;RSL01006537453
300001066238;RSL01007833694
300001066238;RSL01008828066
300001066238;RSL01010405453
300001154574;RSL01006538475
300001154574;RSL01004109591
300000916855;RSL01010259973
300000916855;RSL01009475505
300000916855;RSL01006714559
300000916855;RSL01009820336
300000916855;RSL01010172556
300000916855;RSL01000779346
300000916855;RSL01010171002
300000916855;RSL01003071037
300000916855;RSL01003385577
300000916855;RSL01010171573
200000907340;RSL01002092415
200000907340;RSL01000984771
200000907340;RSL01002153178
200000907340;RSL01007484790
200000907340;RSL01002563906
100001019326;RSL01006611465
100001019326;RSL01002672546
100001019326;RSL01000642968
100001019326;RSL01009000578
100001019326;RSL01003412442
100001031404;RSL01005368195
100001031404;RSL01003161083
100001031404;RSL01000312526
100001031404;RSL01007870200
100001031404;RSL01000590908
100001031404;RSL01006703808
100001031404;RSL01003478633
100001031404;RSL01004295662
100001031404;RSL01010259329
100001031404;RSL01002849359
200001142359;RSL01003193204
200001142359;RSL01008755260
200001142359;RSL01010378377
200001142359;RSL01010378366
100000996003;RSL01001606827
100000996003;RSL01010662100
100000996003;RSL01005137609
100000996003;RSL01009056967
100000996003;RSL01009163244
200000795305;RSL01004002550
200000795305;RSL01003927029
200000795305;RSL01005618102
300001039897;RSL01001302268
300001039897;RSL01002136094
300001039897;RSL01001692727
300001039897;RSL01001062500
300001039897;RSL01001777628
300001039897;RSL01001377195
300001039897;RSL01001559139
300001039897;RSL01001532545
300000936346;RSL01009433837
300000936346;RSL01007821304
300000936346;RSL01004198803
300000936346;RSL01009565244
200001037584;RSL01002416532
200001037584;RSL01002434774
200001037584;RSL01002354983
300001049027;RSL01006558035
300001049027;RSL01010423942
300001049027;RSL01004118737
300001049027;RSL01009729300
300001049027;RSL01009725486
300000905746;RSL01009452161
300000905746;RSL01009452186
300000905746;RSL01000611828
300000905746;RSL01001553225
300000905746;RSL01010281237
300000905746;RSL01001758791
200001134041;RSL01006518646
200001134041;RSL01009412113
200001134041;RSL01002889923
200001055526;RSL01003996730
200001055526;RSL01001498495
200001055526;RSL01001698908
200001055526;RSL01001504717
200001055526;RSL01001404153
200001055526;RSL01001296413
200001055526;RSL01003996760
200001055526;RSL01001593900
300000862222;RSL01001449670
300000862222;RSL01001608343
300000862222;RSL01005423142
300001105013;RSL01005539417
300001105013;RSL01008088048
300001105013;RSL01003315331
300001067836;RSL01010622973
300001067836;RSL07000389194
300001067836;RSL07000423472
300001067836;RSL07000386525
300001067836;RSL07000455697
300001067836;RSL01005630596
300001067836;RSL01005630595
200001070084;RSL02000023068
200001070084;RSL07000373404
200001070084;RSL07000367349
200001070084;RSL07000381403
200001070084;RSL07000473177
200001070084;RSL07000430992
200001070084;RSL07000419288
200001070084;RSL07000428057
300000835841;RSL01008918228
200001035250;RSL01000633166
200001035250;RSL01009870969
200001035250;RSL01003344921
200001035250;RSL01003047953
200001035250;RSL01000956909
300000953769;RSL01001653559
300000953769;RSL01001684761
300000953769;RSL01001555502
200000812115;RSL01005424249
200000812115;RSL01008123463
200000812115;RSL01005417198
200001041804;RSL01009670317
200001041804;RSL01001609857
200001078988;RSL01003143226
200001078988;RSL01000619626
200001078988;RSL01000620056
200001045659;RSL07000360730
200001045659;RSL07000433282
200001045659;RSL07000373273
200001045659;RSL07000440345
300001070144;RSL01001685429
300001070144;RSL01002119201
300001054342;RSL01010519180
300001054342;RSL01004154403
300001054342;RSL01008578661
300001054342;RSL01007944143
300001054342;RSL01008697774
300001054342;RSL01007528179
300001054342;RSL01004607985
300001054342;RSL01004309649
300001054342;RSL01004894532
300001054342;RSL01004996426
300001054342;RSL01008735337
300001054342;RSL01008691840
100001097227;RSL01001552482
100001097227;RSL01001514443
100001097227;RSL01001599374
100001097227;RSL01001413324
100001097227;RSL01001746698
100000967639;RSL01006663034
100000967639;RSL01003492823
300000959835;RSL01009761777
300000959835;RSL01003350275
300000959835;RSL01004851688
300000959835;RSL01004652512
100000943776;RSL01005896810
100000943776;RSL01006391602
200001088970;RSL01001601833
200001088970;RSL01001536408
200001088970;RSL01001149325
300000784395;RSL01005679295
300000784395;RSL01005655836
300000784395;RSL01005660519
300000784395;RSL01006216650
300000784395;RSL01005679432
300000784395;RSL01005664317
300000784395;RSL01005717925
200000915904;RSL01009426776
200000915904;RSL01004802720
200000915904;RSL01010406132
200001034584;RSL01003384023
200001034584;RSL01006730110
200001034584;RSL01009837917
200001034584;RSL01008890751
200001034584;RSL01008839954
200001034584;RSL01009707604
200001034584;RSL01009862216
200001034584;RSL01009542008
300001059456;RSL07000474685
300001059456;RSL07000376382
300001059456;RSL07000496665
300000949368;RSL01007852403
300000949368;RSL01007900221
200001023401;RSL01008063097
200001130014;RSL01003072103
200001130014;RSL01007511857
200001130014;RSL01001719090
200001130014;RSL01007484790
200001130014;RSL01001761723
200001130014;RSL01002153178
200001130014;RSL01001682913
200001130014;RSL01001718091
200001130014;RSL01000984771
300001146079;RSL01009783310
300001146079;RSL01009782374
300001146079;RSL01009971854
300001146079;RSL01010423618
300001146079;RSL01009782501
300001146079;RSL01010417087
300001146079;RSL01009765408
300001146079;RSL01010082219
300001146079;RSL01010082238
300001146079;RSL01010438937
300001146079;RSL01010097005
300001146079;RSL01005091286
300001146079;RSL01006724818
300000757175;RSL01002422327
300000757175;RSL01006893007
300000757175;RSL01001511293
300000757175;RSL01006893005
300000757175;RSL01001538653
300000757175;RSL01009388867
300000757175;RSL01006889486
300000825960;RSL01007598417
300000825960;RSL01006883296
300000825960;RSL01007603198
300000825960;RSL01007594536
300001030290;RSL01004877601
300001030290;RSL01003892064
300001030290;RSL01003892061
300001030290;RSL01003892063
300001030290;RSL01003892065
300001030290;RSL01003892066
300001030290;RSL01004877542
300001030290;RSL01004941060
300001030290;RSL01003974945
300001030290;RSL01003048063
300001030290;RSL01005129824
300001030290;RSL01003974899
300001030290;RSL01004941464
300001030290;RSL01003974911
300001030290;RSL01003048078
300001030290;RSL01004941479
300001030290;RSL01003907181
300001030290;RSL01005649711
300001030290;RSL01004941445
300001030290;RSL01003981473
300001146770;RSL01004014181
300001146770;RSL01004014183
300000998341;RSL01001546475
300000998341;RSL01001549837
100000890633;RSL01001280108
100000927941;RSL01001368901
200001038555;RSL01008546503
200001038555;RSL01000779058
300000969204;RSL01001669428
300000969204;RSL01001474542
300000969204;RSL01001432656
300001063445;RSL01002596370
300001063445;RSL01010608840
300001063445;RSL01002833270
300001063445;RSL01009831215
300001063445;RSL01004414511
300001064468;RSL01010288330
300001064468;RSL01010404251
300001064468;RSL01004317553
200000978099;RSL01003412529
200000978099;RSL01004376978
200000978099;RSL01001294662
200000978099;RSL01001254959
300000932340;RSL02000023906
300000932340;RSL07000392496
200001105673;RSL01002688684
300001134361;RSL01008595690
300001134361;RSL01009989596
300001134361;RSL01010668999
200001087089;RSL07000460713
200001087089;RSL07000453510
200001087089;RSL07000445300
200001087089;RSL07000428057
200001087089;RSL07000358162
200001087089;RSL07000423691
200001087089;RSL07000394132
200001087089;RSL07000459742
200001087089;RSL02000023867
200001087089;RSL07000496665
200001087089;RSL07000390552
200001087089;RSL07000434458
200001087089;RSL07000363207
200001087089;RSL02000023068
300001063898;RSL07000444406
300001063898;RSL07000464799
300001063898;RSL07000460948
300001063898;RSL07000385497
300001063898;RSL07000413930
300001063898;RSL07000413936
300001063898;RSL07000392831
300001063898;RSL02000016626
300001063898;RSL07000446859
100000992188;RSL01001036665
100000992188;RSL01001384628
300000823704;RSL07000402632
300000823704;RSL07000471481
300000823704;RSL07000418076
300000823704;RSL02000012822
200000774458;RSL01001776769
200000774458;RSL01001497007
300001063365;RSL01009856993
300001063365;RSL01004065023
300001063365;RSL01003302254
300001063365;RSL01008839814
300000904733;RSL01001666349
300000904733;RSL01001575743
300000904733;RSL01001496153
300000904733;RSL01001470913
300000897212;RSL01002590246
300000897212;RSL01004372430
300000897212;RSL01001401822
300001007266;RSL01006583331
300001007266;RSL01009916749
300001007266;RSL01009916768
300000984042;RSL01010661704
300000984042;RSL01010230978
300000764773;RSL01008094804
300000764773;RSL01009928701
300000764773;RSL01007982758
300000764773;RSL01000301813
300001134581;RSL07000466742
300001134581;RSL60000300174
300001134581;RSL02000000586
300001134581;RSL60000246232
300001134581;RSL07000429398
300001134581;RSL60000169973
300001134581;RSL60000169972
300001060108;RSL01004028745
300001060108;RSL01005624936
300001060108;RSL01003302802
300001063093;RSL01008074505
200001045304;RSL01001604218
200001045304;RSL01001488276
200001045304;RSL01001702194
200001045304;RSL01001340975
200001045304;RSL01001578129
200001045304;RSL01001599198
200001045304;RSL01001362460
200001045304;RSL01004107953
300000955713;RSL01002709824
300000955713;RSL01006484923
300001145247;RSL07000372451
300001145247;RSL07000474125
300001145247;RSL07000398256
300001145247;RSL02000014635
300001145247;RSL07000478509
300001145247;RSL07000432147
200001036920;RSL01009540347
200001036920;RSL01001778357
300001062598;RSL01009433472
300001062598;RSL01009539369
300001062598;RSL01009524741
300001062598;RSL01009539400
300001062598;RSL01009587530
300001062598;RSL01009450176
300001075061;RSL01010437148
300001075061;RSL01008388232
300001075061;RSL01010367634
300001075061;RSL01006346559
300001075061;RSL01007413920
300001075061;RSL01009903560
300001113678;RSL01005015835
300001113678;RSL01002750413
300001113678;RSL01009525424
300001113678;RSL01006749657
300001113678;RSL01009415912
300001113678;RSL01010171415
300001113678;RSL01003320814
300000889899;RSL01005450740
300000889899;RSL01010230152
300000889899;RSL01005397623
300000889899;RSL01003128691
300000889899;RSL01006606469
300000889899;RSL01010334203
300000889899;RSL01003422390
300000889899;RSL01009702870
300000889899;RSL01010439368
300000889899;RSL01007911812
300000889899;RSL01010895929
300000889899;RSL01009413968
300000889899;RSL01003352817
300000889899;RSL01000966287
300000889899;RSL01010225960
300000889899;RSL01006716877
100001058764;RSL01001802567
100001058764;RSL01000964559
100001058764;RSL01003386955
100001058764;RSL01002941198
100001058764;RSL01001302205
100001058764;RSL01001352344
100001058764;RSL01010609029
100001058764;RSL01009513106
100001058764;RSL01001374860
100001058764;RSL01009864853
100001058764;RSL01008094726
300000817614;RSL01006553866
300000817614;RSL01002300099
300000799640;RSL01004120168
300000799640;RSL01006716955
200001066879;RSL01008642137
200001066879;RSL01008645299
200001066879;RSL01008645396
200001089793;RSL01008490864
200001089793;RSL01004896026
200000959515;RSL01010643284
200000956645;RSL01007884191
200000956645;RSL01009947280
200000841456;RSL07000427619
200000841456;RSL07000482329
200000841456;RSL07000416576
200000841456;RSL07000427197
200000841456;RSL07000433759
200000841456;RSL07000357336
300000753788;RSL01004001513
300000753788;RSL01004011450
300000753788;RSL01003955975
300000753788;RSL01002885417
300000866043;RSL01009873607
300000866043;RSL01010154343
300001117433;RSL01003450042
300001117433;RSL01009691775
200000840341;RSL01002406281
200000840341;RSL01007984480
200000816548;RSL01006826469
200000816548;RSL01006897308
200000816548;RSL01006848895
100001057089;RSL01003846538
100001057089;RSL01003827592
100001057089;RSL01004230624
200000988150;RSL01006598885
200000988150;RSL01001350991
200000988150;RSL01001242579
200000988150;RSL01001448637
200000988150;RSL01001353597
200000988150;RSL01001534465
200000988150;RSL01001472720
300000842403;RSL01002318075
300000842403;RSL01003407441
200001094873;RSL01004335918
200001094873;RSL01007891538
200001094873;RSL01010763788
200001094873;RSL01008946092
200000871325;RSL01010618628
200000871325;RSL01009555829
200000871325;RSL01009487675
100000791018;RSL01007888420
100000791018;RSL01004923880
100000791018;RSL01010188997
100000791018;RSL01007578989
100000791018;RSL01010139212
100000791018;RSL01005404034
100000791018;RSL01010689082
100000791018;RSL01007575006
100000791018;RSL01001726598
100000791018;RSL01010525667
100000791018;RSL01004168635
100000791018;RSL01007902794
100001034469;RSL01003030351
100001034469;RSL01000959623
300001032719;RSL01004983599
300001032719;RSL01008520371
300001032719;RSL01010171710
300001032719;RSL01008277538
300000908824;RSL01000601654
300000908824;RSL01001152757
300000908824;RSL01001496770
300000908824;RSL01005114821
300000908824;RSL01001357699
300000908824;RSL01001341201
300000908824;RSL01001263430
300000908824;RSL01001556564
300000908824;RSL01001226211
300000908824;RSL01001435928
